,Lyrics
"""Girl on Fire""",spirit marilyn callin audibly bawling said would never leave continued torture telling come underneath comforter brought gun pill rum took balcony telling jump yeah ghost stunt trying hater wan see got aggy cause win gold like gabby girl fire hotter fantasy lonely like highway living world fire feeling catastrophe know fly away got foot ground burning got head cloud backing girl fire girl fire walking fire girl fire might also like look like girl flame bright burn eye better look way try never forget name top world hottest hottest girl say got foot ground burning got head cloud coming girl fire fire fire girl fire walking fire fire fire girl fire everybody stand go cause see flame eye watch lighting night nobody know lonely girl lonely world gon let burn baby burn baby dear god god make fire disappear stare god take away fear interfere god fear god cause fear god backyard deer god horse ranch core fan keep reppin til death box cause nobody checkin girl fire fire fire girl fire walking fire fire fire girl fire girl fire 
"""Heart Attack""",puttin defense cause wan fall love ever think heart attack never put love line never said yes right guy never trouble getting want come never good enough care play like ken doll wash hair make bounce like basketball make wan act like girl paint nail wear high heel yes make nervous hold hand make glow cover let show putting defense cause wan fall love ever think heart attack think heart attack think heart attack might also like never break sweat guy come around get paralyzed every time try come wrong like cry help fair pain trouble love worth gasp air feel good know hurt make wan act like girl paint nail wear perfume make nervous hold hand make glow cover let show putting defense cause wan fall love ever think heart attack think heart attack think heart attack feeling got lost lung burning rather numb rather numb one else blame one else blame scared take run flying close sun burst flame make glow cover let show putting defense cause wan fall love ever think heart attack yeah think heart attack heart attack think heart attack tack think heart attack tack think heart attack 
"""Happy""",might seem crazy bout say sunshine take break hot air balloon could space air like care baby way happy clap along feel like room without roof happy clap along feel like happiness truth happy clap along know happiness happy clap along feel like wan come bad news talking yeah well give got hold back yeah well probably warn fine yeah offense waste time happy clap along feel like room without roof happy clap along feel like happiness truth happy clap along know happiness happy clap along feel like wan might also like bring nothing bring level high bring nothing bring said bring nothing bring level high bring nothing bring said happy clap along feel like room without roof happy clap along feel like happiness truth happy clap along know happiness happy clap along feel like wan happy clap along feel like room without roof happy clap along feel like happiness truth happy clap along know happiness happy clap along feel like wan bring nothing bring level high bring nothing bring said happy clap along feel like room without roof happy clap along feel like happiness truth happy clap along know happiness happy clap along feel like wan happy clap along feel like room without roof happy clap along feel like happiness truth happy clap along know happiness happy clap along feel like wan come 
"""Dark Horse""",ariana grande featuring iggy azalea problem winner eminem featuring rihanna monster katy perry featuring juicy dark horse pharrell williams happy sam smith stay best video iggy azalea featuring rita os black widow katy perry featuring juicy dark horse winner kiesza hideaway pharrell williams happy sia chandelier best female ariana grande united state winner beyonc united state katy perry united state nicki minaj trinidad tobago taylor swift united state best male might also likeed sheeran united kingdom eminem united state justin bieber canada winner justin timberlake united state pharrell williams united state best new act second summer australia winner ariana grande united state charli xcx united kingdom kiesza canada sam smith united kingdom best pop ariana grande united state katy perry united state miley cyrus united state one direction united kingdom republic ireland winner second summer australia best rock arctic monkey united kingdom black key united state coldplay united kingdom imagine dragon united state linkin park united state winner best alternative fall boy united state lana del rey united state lorde new zealand paramore united state thirty second mar united state winner best electronic afrojack netherlands avicii sweden calvin harris united kingdom winner david guetta france hardwell netherlands best hip hop drake canada iggy azalea australia kanye west united state nicki minaj trinidad tobago winner eminem united state best live act beyonc united state bruno mar united state justin timberlake united state katy perry united state one direction united kingdom republic ireland winner best world stage performance afrojack netherlands united state ellie goulding united kingdom enrique iglesias spain winner fall boy united state flo rida united state hardwell netherlands imagine dragon united state king leon united state linkin park united state nicole scherzinger united state pharrell williams united state simple plan canada killer united state best push act lorde new zealand john newman united kingdom kid ink united state zedd germany russia cris cab united state second summer australia winner sam smith united kingdom kiesza canada charli xcx united kingdom ariana grande united state jungle united kingdom biggest fan nicki minaj trinidad tobago one direction united kingdom republic ireland winner second summer australia ariana grande united state justin bieber canada best look iggy azalea australia katy perry united state winner nicki minaj trinidad tobago rita os united kingdom kosovo taylor swift united state best worldwide act africa india middle east state palestine mohammed assaf australia new zealand australia second summer europe central germany revolverheld europe east poland dawid kwiatkowski europe north united kingdom republic ireland one direction europe south italy alessandra amoroso japan korea south korea latin america mexico dulce mar north america united state fifth harmony southeast asia china hong kong taiwan china bibi zhou winner global icon ozzy osbourne 
"""All of Me""",would without smart mouth drawing kicking got head spinning kidding pin goin beautiful mind magical mystery ride dizzy know hit alright head water breathing fine crazy mind cause love love curve edge perfect imperfection give give end beginning even lose winning cause give give might also like many time tell even cry beautiful world beating around every mood downfall muse worst distraction rhythm blue stop singing ringing head head water breathing fine crazy mind cause love love curve edge perfect imperfection give give end beginning even lose winning cause give give give card table showing heart risking though hard cause love love curve edge perfect imperfection give give end beginning even lose winning cause give give give give 
"""Fancy""",drake catch eminem rap god kendrick lamar lecrae need prediction winnerbest rap sung collaboration common featuring jhen aiko blak majik eminem featuring rihanna monster love makonnen featuring drake tuesday schoolboy featuring chicago kid studio kanye west charlie wilson bound prediction winnerbest rap song anaconda bound dem boyz catch prediction winnerbest rap album iggy azalea new classic childish gambino internet common nobody smiling eminem marshall mathers schoolboy oxymoron wiz khalifa blacc hollywood prediction winnerrecord year iggy azalea featuring charli xcx fancy sia chandelier sam smith stay darkchild version taylor swift shake meghan trainor bass prediction winneralbum year beck morning phase beyonc beyonc sheeran sam smith lonely hour pharrell williams girl prediction winnersong year bass chandelier shake stay darkchild version take church prediction winnerbest new artist iggy azalea bastille brandy clark haim sam smith prediction winner 
"""Counting Stars""",lately losin sleep dreamin thing could baby prayin hard said countin dollar countin star yeah countin star see life like swinging vine swing heart across line face flashing sign seek shall find old old young bold think world sold told feel something right doin wrong thing feel something wrong doin right thing lie lie lie everything kill make feel alive lately losin sleep dreamin thing could baby prayin hard said countin dollar countin star lately losin sleep dreamin thing could baby prayin hard said countin dollar countin star might also like feel love feel burn river every turn hope four letter word make money watch burn old old young bold think world sold told feel something wrong doin right thing lie lie lie everything down make wan fly lately losin sleep dreamin thing could baby prayin hard said countin dollar countin star lately losin sleep dreamin thing could baby prayin hard said countin dollar countin star take money watch burn sink river lesson learned take money watch burn sink river lesson learned take money watch burn sink river lesson learned take money watch burn sink river lesson learned everything kill make feel alive lately losin sleep dreamin thing could baby prayin hard said countin dollar countin star lately losin sleep dreamin thing could baby prayin hard said countin dollar counting star take money watch burn sink river lesson learned take money watch burn sink river lesson learned take money watch burn sink river lesson learned take money watch burn sink river lesson learned 
"""Talk Dirty""",jason hehehe jason derulo hahaha get jazzy flight get international first class seat lap girl riding comfortable yeah cause know girl dem need new york haiti got lipstick stamp passport make hard leave around world speak language huh booty need explaining huh really need understand huh talk dirty talk dirty talk dirty talk dirty get jazzy might also like know word song habla ingl conversation long know know girldem want london taiwan got lipstick stamp passport think need new one around world speak language huh booty need explaining huh really need understand huh talk dirty talk dirty haha talk dirty yeah talk dirty yeah yeah uno met friend rio do could nage three cuatro yeah chainz do cadenas close genius sold arena suck penis ooh damn gilbert arena gun deck deck chest chest tongue neck neck international oral sex every picture take pose threat yeah bought jet expect pussy good bought pet anyway every day tryna get got saved phone big booty haha anyway every day tryna get got saved phone big booty around world speak language huh booty need explaining huh really need understand huh talk dirty talk dirty yeah yeah talk dirty talk ooh talk dirty yeah get jazzy understand 
"""Rude""",saturday mornin jumped outta bed put best suit got car raced like jet way knocked door heart hand ask question cause know old fashioned man yeah yeah daughter rest life say yes say yes cause need know say never get blessin till day die tough luck friend answer got rude know human got rude gon marry anyway marry girl marry anyway marry girl yeah matter say marry girl family got rude hate leave choice live without love hate standin altar run away another galaxy know know love anywhere might also like daughter rest life say yes say yes cause need know say never get blessin till day die tough luck friend cause answer still got rude know human got rude gon marry anyway marry girl marry anyway marry girl matter say marry girl family got rude rude got daughter rest life say yes say yes cause need know say never get blessin till day die tough luck friend still mean got rude know human got rude gon marry anyway marry girl marry anyway marry girl matter say marry girl family got rude say say got rude 
"""All About That Bass""",know bass bout bass treble bout bass bout bass treble bout bass bout bass treble bout bass bout bass yeah pretty clear size two shake shake like supposed cause got boom boom boy chase right junk right place see magazine working photoshop know shit real come make stop got beauty beauty raise cause every inch perfect bottom top yeah momma told worry size say boy like little booty hold night booty booty booty booty know stick figure silicone barbie doll ahead move along know bass bout bass treble bout bass bout bass treble bout bass bout bass treble bout bass bout bass might also like hey bringing booty back ahead tell skinny bitch playing know think fat tell every inch perfect bottom top yeah momma told worry size say boy like little booty hold night booty booty booty booty know stick figure silicone barbie doll ahead move along know bass bout bass treble bout bass bout bass treble bout bass bout bass treble bout bass bout bass know bass bout bass treble bout bass bout bass treble bout bass bout bass treble bout bass bout bass know bass bout bass treble bout bass bout bass treble bout bass bout bass treble bout bass bout bass 
"""Problem""",ariana grande featuring iggy azalea problem winner eminem featuring rihanna monster katy perry featuring juicy dark horse pharrell williams happy sam smith stay best video iggy azalea featuring rita os black widow katy perry featuring juicy dark horse winner kiesza hideaway pharrell williams happy sia chandelier best female ariana grande united state winner beyonc united state katy perry united state nicki minaj trinidad tobago taylor swift united state best male might also likeed sheeran united kingdom eminem united state justin bieber canada winner justin timberlake united state pharrell williams united state best new act second summer australia winner ariana grande united state charli xcx united kingdom kiesza canada sam smith united kingdom best pop ariana grande united state katy perry united state miley cyrus united state one direction united kingdom republic ireland winner second summer australia best rock arctic monkey united kingdom black key united state coldplay united kingdom imagine dragon united state linkin park united state winner best alternative fall boy united state lana del rey united state lorde new zealand paramore united state thirty second mar united state winner best electronic afrojack netherlands avicii sweden calvin harris united kingdom winner david guetta france hardwell netherlands best hip hop drake canada iggy azalea australia kanye west united state nicki minaj trinidad tobago winner eminem united state best live act beyonc united state bruno mar united state justin timberlake united state katy perry united state one direction united kingdom republic ireland winner best world stage performance afrojack netherlands united state ellie goulding united kingdom enrique iglesias spain winner fall boy united state flo rida united state hardwell netherlands imagine dragon united state king leon united state linkin park united state nicole scherzinger united state pharrell williams united state simple plan canada killer united state best push act lorde new zealand john newman united kingdom kid ink united state zedd germany russia cris cab united state second summer australia winner sam smith united kingdom kiesza canada charli xcx united kingdom ariana grande united state jungle united kingdom biggest fan nicki minaj trinidad tobago one direction united kingdom republic ireland winner second summer australia ariana grande united state justin bieber canada best look iggy azalea australia katy perry united state winner nicki minaj trinidad tobago rita os united kingdom kosovo taylor swift united state best worldwide act africa india middle east state palestine mohammed assaf australia new zealand australia second summer europe central germany revolverheld europe east poland dawid kwiatkowski europe north united kingdom republic ireland one direction europe south italy alessandra amoroso japan korea south korea latin america mexico dulce mar north america united state fifth harmony southeast asia china hong kong taiwan china bibi zhou winner global icon ozzy osbourne 
"""Stay with Me""",guess true good one night stand still need love cause man night never seem plan want leave hold hand stay cause need love clear see darling stay emotional good look gain self control deep know never work lay hurt stay cause need love clear see darling stay oooh oooh oooh oooh might also like stay cause need love clear see darling stay stay cause need love clear see darling stay 
"""Timber""",goin buildin timberg better play better build let make town remember one forget woah timberg woah timberg woah goin woah timberg woah timberg woah goin better better build biggity boy skeleton bow like tommy simon mind blown griefin build farm timberg face smile wide timberg way like town timberg slimmer armor stand say bet timberg might also like woo swing cobble round round end night house one tree another home end night town swing armor round round end night goin one place another block end night goin goin buildin timberg better play better build let make town remember one forget goin buildin timberg better play better build let make town remember one forget woah timberg woah timberg woah goin woah timberg woah timberg woah goin look sky bat rain nah grief people changed live near oak swing ax day blessed say creative thing mlg like dream super find another breed wood homie mine cause swing cobble round round end night house one tree another home end night town swing armor round round end night goin one place another block end night goin goin buildin timberg better play better build let make town remember one forget goin buildin timberg better play better play better build better build let make town make town remember one forget forget woah timberg woah timberg woah goin woah timberg woah timberg woah goin woah timberg woah timberg woah goin woah timberg woah timberg woah goin woah woah woah 
"""Pompeii""",eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu left device many day fell away nothing show wall kept tumbling city love grey cloud roll hill bringing darkness close eye almost feel like nothing changed close eye almost feel like gon optimist gon optimist might also like caught lost vice pose dust settled around wall kept tumbling city love grey cloud roll hill bringing darkness close eye almost feel like nothing changed close eye almost feel like gon optimist gon optimist begin rubble sin begin rubble sin wall kept tumbling city love begin rubble sin grey cloud roll hill bringing darkness begin rubble sin close eye almost feel like nothing changed close eye almost feel like going optimist going optimist close eye almost feel like nothing changed eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu eheu 
"""Shake It Off""",stay late got nothin brain people say people say many date haha make stay least people say people say keep cruisin stop stop movin like got music mind sayin gon alright cause player gon play play play play play hater gon hate hate hate hate hate baby gon shake shake shake shake shake shake shake heartbreaker gon break break break break break faker gon fake fake fake fake fake baby gon shake shake shake shake shake shake shake might also like never miss beat lightnin foot see see dancin dancin make move move know know keep cruisin stop stop groovin like got music mind sayin gon alright cause player gon play play play play play hater gon hate hate hate hate hate baby gon shake shake shake shake shake shake shake heartbreaker gon break break break break break faker gon fake fake fake fake fake baby gon shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake hey hey hey think gettin liar dirty dirty cheat world could gettin sick beat man brought new girlfriend like god gon shake fella hella good hair come baby shake shake shake yeah cause player gon play play play play play hater gon hate hate hate hate hate hater gon hate baby gon shake shake shake shake shake shake shake heartbreaker gon break break break break break mmm faker gon fake fake fake fake fake fake fake fake baby gon shake shake shake shake shake shake shake shake shake shake shake shake shake shake yeah shake shake shake shake shake got shake shake shake shake 
"""Am I Wrong""",ooh ooh ooh ooh wrong thinkin box stay wrong sayin choose another way tryin everybody else doin cause everybody doin one thing know fall grow walking road mine road call home wrong woo thinkin could something real wrong tryin reach thing see feel ooh ooh feel ooh ooh feel trying reach thing see ooh ooh trippin vision prediction top world walk walk look back always decide let control life feel ooh woah fight let let compare worry alone feel might also like wrong wrong thinkin could something real yeah yeah yeah yeah wrong wrong tryin reach thing see yeah yeah yeah yeah feel ooh ooh feel ooh ooh feel trying reach thing see ooh ooh tell wrong wrong wan right right tell wrong wrong wan right tell wrong wrong tell wrong wan right right tell wrong wrong wan right wrong thinkin could something real wrong tryin reach thing see feel ooh ooh feel ooh ooh feel trying reach thing see ooh ooh wrong wrong thinkin could something real yeah yeah yeah yeah wrong wrong trying reach thing see yeah yeah yeah yeah feel ooh ooh feel ooh ooh feel trying reach thing see ooh ooh woah 
"""Turn Down for What""",fire loud another round shot turn turn turn turn turn fire loud another round shot turn turn turn turn turn fire loud another round shot fire loud another round shot fire loud another round shot fire loud another round shot shot might also like shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot shot turn turn turn turn turn 
"""The Monster""",drake catch eminem rap god kendrick lamar lecrae need prediction winnerbest rap sung collaboration common featuring jhen aiko blak majik eminem featuring rihanna monster love makonnen featuring drake tuesday schoolboy featuring chicago kid studio kanye west charlie wilson bound prediction winnerbest rap song anaconda bound dem boyz catch prediction winnerbest rap album iggy azalea new classic childish gambino internet common nobody smiling eminem marshall mathers schoolboy oxymoron wiz khalifa blacc hollywood prediction winnerrecord year iggy azalea featuring charli xcx fancy sia chandelier sam smith stay darkchild version taylor swift shake meghan trainor bass prediction winneralbum year beck morning phase beyonc beyonc sheeran sam smith lonely hour pharrell williams girl prediction winnersong year bass chandelier shake stay darkchild version take church prediction winnerbest new artist iggy azalea bastille brandy clark haim sam smith prediction winner 
"""Say Something""",say something giving one want anywhere would followed say something giving feeling small head know nothing stumble fall still learning love starting crawl say something giving sorry get anywhere would followed say something giving swallow pride one love saying goodbye might also like say something giving sorry get anywhere would followed say something giving say something giving say something 
"""Team""",wait till announced yet lost grace hound stay chain look upon greatness send call send call send call send call send call send call send call send call send call send call send call send call send call send call send call send call call lady finery hundred jewel throat hundred jewel teeth bring boy skin crater like moon moon love like brother glow room dancin around lie tell dancin around big eye well even comatose dance tell might also like live city never see screen pretty sure know run thing livin ruin palace within dream know team kind gettin told throw hand air cup got broke shard beneath foot fault everyone competing love receive cause palace want release live city never see screen pretty sure know run thing livin ruin palace within dream know team kind gettin told throw hand air kind older reveled without care live city never see screen pretty sure know run thing livin ruin palace within dream know team team know team team know know know 
"""Let Her Go""",well need light burning low miss sun start snow know love let know high feeling low hate road missing home know love let let staring bottom glass hoping one day make dream last dream come slow fast see close eye maybe one day understand everything touch surely dy need light burning low miss sun start snow know love let know high feeling low hate road missing home know love let might also like staring ceiling dark old empty feeling heart cause love come slow go fast well see fall asleep never touch never keep cause loved much dived deep well need light burning low miss sun start snow know love let know high feeling low hate road missing home know love let let woah let woah let cause need light burning low miss sun start snow know love let know high feeling low hate road missing home know love let cause need light burning low miss sun start snow know love let know high feeling low hate road missing home know love let let 
"""Let It Go""",walking home talking load seeing show evening clothes nervous touch getting drunk staying waking slipping near edge holding something need delusion head gon bring knee come let let everything broke leave breeze throwing clothes across floor teeth claw slamming door living anymore used recognize funny reflection change becoming something else think time walk away might also like come let let everything broke leave breeze tryna fit hand inside mine know belong cause force earth could make feel right tryna push problem hill heavy hold think time let slide come let let everything broke leave breeze let ash fall forget come let let ooh 
"""Demons""",day cold card fold saint see made gold dream fail one hail worst blood run stale wan hide truth wan shelter beast inside nowhere hide matter breed still made greed kingdom come kingdom come feel heat look eye demon hide demon hide get close dark inside demon hide demon hide curtain call last light fade sinner crawl dug grave masquerade come calling mess made wan let hell bound though wan hide truth matter breed still made greed kingdom come kingdom come might also like feel heat look eye demon hide demon hide get close dark inside demon hide demon hide say make say fate woven soul need let eye shine bright wan save light escape unless show feel heat look eye demon hide demon hide get close dark inside demon hide demon hide 
"""Story of My Life""",written wall story explain leave heart open stay right empty day told morning feel bone seems die word written stone gone gone tonight ground beneath foot open wide way holding tight nothing story life take home drive night keep warm time frozen story story story life give hope spend love broke inside story life story story written wall color change leave heart open stay right cage know morning see light hill although broken heart untamed still might also like gone gone tonight fire beneath foot burning bright way holding tight nothing story life take home drive night keep warm time frozen story story story life give hope spend love broke inside story life story story waiting time come around baby running like chasing cloud story life take home drive night keep warm time frozen story life give hope give hope spend love broke inside til broke inside story life story story story life story life story story story life 
"""Chandelier""",party girl get hurt feel anythin learn push push one good time call phone blowin ringin doorbell feel love feel love one two three one two three drink one two three one two three drink one two three one two three drink throw back til lose count gon swing chandelier chandelier gon live like tomorrow exist like exist gon fly like bird night feel tear dry gon swing chandelier chandelier holdin dear life look open eye keep glass full mornin light cause holdin tonight help holdin dear life look open eye keep glass full mornin light cause holdin tonight tonight might also like sun mess got get got run come shame come shame ahh one two three one two three drink one two three one two three drink one two three one two three drink throw back til lose count gon swing chandelier chandelier gon live like tomorrow exist like exist gon fly like bird night feel tear dry gon swing chandelier chandelier holdin dear life look open eye keep glass full mornin light cause holdin tonight help holdin dear life look open eye keep glass full mornin light cause holdin tonight tonight tonight cause holdin tonight holdin tonight tonight tonight cause holdin tonight cause holdin tonight holdin tonight tonight tonight 
"""Black Widow""",gon love hate gon show really crazy known better mess harder gon love gon love gon love gon love like black widow baby twisted cat mouse game always start first play somehow astray went nothin something liking lovin world fucking like loved much hate feelin stupid time gave wanted nothin place might might believin say never mean like last forever forever long stuck singin song different last got mirrored play see clearer sing used thirsty wan set free web web weave baby rest peace might also like gon love hate right gon show show show really crazy known better mess harder gon love gon love gon love gon love like black widow baby black black widow baby gon love hurt get doin whatever work ever met nobody bring knee praise jesus hallelujah make beg plead til feel like breathe til everything want fiend wake dream til got gaspin air lean forward til cat scan check mind nothin time believe want want promise need til everywhere fall back quit cause fatal attraction take want shhh used thirsty right wan set free web web weave baby rest peace gon love hate right gon show show show really crazy known better mess harder gon love gon love gon love gon love like black widow baby black black black black widow baby 
"""Bang Bang""",got body like hourglass give time got booty like cadillac send overdrive waiting step swing bat see anybody could bad need good girl blow mind yeah bang bang room know want bang bang let wait minute let take wait minute til hey bang bang go heart know want back back seat car let wait minute let take wait minute til hey might let hold hand school show graduate hmm need hear talk talk come show momma gave baby might also like heard got big shhh mouth say thing see anybody could good need bad girl blow mind bang bang room know want bang bang let wait minute let take wait minute til hey bang bang go heart go heart know want back back seat car seat car let wait minute let take wait minute til hey know girl let show myx moscato frizz bottle nicki full throttle swimming grotto winning lotto dipping powder blue four door kitten good dripping wood get ride engine could batman robbin bang bang cockin queen nicki dominant prominent jessie ari test sorry ride like harley pull ferrari hangin bangin phone rangin slangin karaoke night get mic cause singin baby baby baby bae baby hey see anybody could good need bad girl blow mind mind okay hey bang bang room know want bang bang let bang bang bang bang baby wait minute let take wait minute til yeah kyuh huh bang bang go heart go heart know want back back seat car let wait minute let take let take wait minute til hey bang bang room know want bang bang let said bang bang bang bang bang bang bang bang bang bang bang bang bang go heart know want back back seat car let wait minute let take wait minute til hey 
"""Latch""",nother nother nother lift heart rest enchant even around boundary try knock latching babe know found feel close enough wan lock love think close enough could lock love baby got space let got shackled embrace latching got space let got shackled embrace latching might also like encaptured got wrapped touch feel enamoured hold tight within clutch got losing every breath give make heart beat chest feel close enough wan lock love think close enough could lock love baby feel close enough wan lock love think close enough could lock love baby got space let got shackled embrace latching got space let got shackled embrace latching latching let latching let let let let let 
"""Maps""",miss taste sweeter life miss conversation searching song tonight changing station like think drew map better place road took fall baby run away darkest time darkest night wonder worst knee said back wonder road took came back following map lead map lead nothing map lead following following following map lead nothing map lead following following following might also like hear voice sleep night hard resist temptation cause something strange come get get ooh darkest time darkest night wonder worst knee said back wonder road took came back following map lead map lead nothing map lead following following following map lead nothing map lead ooh yeah yeah yeah mmm darkest time darkest night darkest time darkest night wonder worst knee said back wonder road took came back following map lead map lead nothing map lead following following following map lead nothing map lead following following following 
"""Best Day of My Life""",woo ooh ooh dream big loud jumped high touched cloud woah woah stretched hand sky danced monster night woah woah never gon look back whoa never gon give please wake two three four woo ooh ooh gon best day life woo ooh ooh ife woo ooh ooh gon best day life woo ooh ooh ife might also like woo ooh ooh woo ooh ooh howled moon friend sun came crashing woah woah possibility limit epiphany woah woah never gon look back whoa never gon give wake woo ooh ooh gon best day life woo ooh ooh ife woo ooh ooh gon best day life woo ooh ooh ife woo ooh ooh woo ooh ooh hear calling outside window feel soul soul star burning bright sun til midnight say lose control control woo ooh ooh woo ooh ooh gon best day life woo ooh ooh ife woo ooh ooh gon best day life woo ooh ooh ife woo ooh ooh gon gon got best day life woo ooh ooh everything lookin everybody woo ooh ooh gon best day life woo ooh ooh ife 
"""Habits (Stay High)""",eat dinner bathtub sex club watchin freaky people gettin make nervous anything restless yeah around seen get home got munchies binge twinkie throw tub sleep drank money dazed kinda lonely gone got stay high time keep mind ooh ooh ooh ooh ooh ooh ooh ooh high time keep mind ooh ooh ooh ooh ooh ooh ooh ooh spend day locked haze tryna forget babe fall back got stay high life forget missin ooh ooh ooh ooh ooh ooh ooh ooh pick daddy playground spend day time loosen frown make feel alive make fast greasy numb way easy might also like gone got stay high time keep mind ooh ooh ooh ooh ooh ooh ooh ooh high time keep mind ooh ooh ooh ooh ooh ooh ooh ooh spend day locked haze tryna forget babe fall back got stay high life forget missin ooh ooh ooh ooh ooh ooh ooh ooh stayin play pretend fun got end home alone need someone numb pain stayin play pretend fun got end home alone need someone numb pain gone got stay high time keep mind ooh ooh ooh ooh ooh ooh ooh ooh high time keep mind ooh ooh ooh ooh ooh ooh ooh ooh spend day locked haze tryna forget babe fall back got stay high life forget missin ooh ooh ooh ooh ooh ooh ooh ooh 
"""Summer""",met summer heartbeat sound fell love leaf turned brown could together baby long sky blue act innocent lied soon met summer met summer summer heartbeat sound yeah fell love love leaf turned brown yeah could together baby long sky blue yeah act innocent lied soon yeah met summer summer might also like met summer summer yeah love yeah summer summer yeah love yeah 
"""Boom Clap""",picture perfect blue sunbathing moon star shining bone illuminate first kiss like drug influence take magic vein must love boom clap sound heart beat go boom clap make feel good come come boom clap sound heart beat go boom clap make feel good come come silver gold could dress good glitter darkness world tell fall right going cast spell say word feel love might also like boom clap sound heart beat go boom clap make feel good come come boom clap sound heart beat go boom clap make feel good come come light follow let lose shadow sun glowing halo keep burning love boom clap sound heart beat go boom clap make feel good come come boom clap sound heart beat go boom clap make feel good come come boom clap sound heart beat go boom clap make feel good come come boom clap sound heart beat go boom clap make feel good come come 
"""Drunk in Love""",drinkin drinkin get filthy liquor get thinkin thinkin keep finger baby want keep finger baby want cigar ice cigar ice feelin like animal camera grill flashin light flashin light got faded faded faded baby want keep eye fatty daddy want drunk love want woke kitchen sayin hell shit happen baby drunk love night last thing remember beautiful body grindin club drunk love night love love night love love might also like night everything right complaint body fluorescent light boy drinkin park lot rubbin rub rubbin scared call reverend boy drinkin get brain right armand brignac gangster wife louis sheet sweat like washrag wet boy drinkin singin mic boy toy fill tub halfway ride surfboard surfboard surfboard grainin wood grainin grainin wood swervin swervin swervin big body servin swerve surfin good good hahaha woke kitchen sayin hell shit happen baby drunk love night last thing remember beautiful body grindin club drunk love night love love night love love nice right hold us shit say say say hold stumble house time back mouth car talkin bout baddest bitch thus far talkin bout reppin third wan see shit heard know sling clint eastwood hope handle curve foreplay foyer fucked warhol slid panty right side got time take drawer sight catch charge might beat box like mike bite ike turner turn baby play eat cake anna mae said eat cake anna mae nice reach height gon need flight sleep tight sex mornin breasteses breakfast goin night love love night love love never tired never tired sippin thing keepin fire fire mean spill liquor attire drinkin watermelon want body right daddy want right keep eye fatty daddy want night love love night love love 
"""Anaconda""",anaconda anaconda anaconda want none unless got bun hun boy toy named troy used live detroit big dope dealer money gettin coin shootout law live palace bought alexander mcqueen keepin stylish real real real gun purse bitch came dressed kill wan first pushin daffodil high hell took half pill dumb shit way say hey hey tell missing meal hey come fuck automobile hey let eat grill keep tellin chill keep tellin real love sex appeal hey say like boney want something grab hey pulled jag hit jab like hey dun dun dun dun dun hey hey might also like anaconda anaconda anaconda want none unless got bun hun gosh look butt gosh look butt gosh look butt look butt look look look look butt thi thi thi thi dude named michael used ride motorcycle dick bigger tower talkin bout eiffel real country as nigga let play rifle pussy put as sleep callin nyquil bang bang bang let hit cause slang cocaine toss salad like name romaine done make buy balmain dumb shit way say hey hey tell missing meal hey come fuck automobile hey let eat grill keep tellin chill keep tellin real love sex appeal hey say like boney want something grab hey pulled jag mayweather jab like hey dun dun dun dun dun hey hey anaconda anaconda anaconda want none unless got bun hun gosh look butt gosh look butt gosh look butt look butt look look look look butt little middle got much back little middle got much back little middle got much back god look butt anaconda anaconda anaconda want none unless got bun hun anaconda want none unless got bun hun gosh look butt little middle got much back gosh look butt little middle got much back gosh look butt little middle got much back god look butt look look look look butt yeah love fat as hahahahahahahaha yeah one bitch fat as fucking club said fat as big bitch club fuck skinny bitch fuck skinny bitch club wan see big fat as bitch motherfuckin club fuck skinny bitch kyuh hahahaha ahh rrr kyuh got big fat as kyuh come hey hey hey 
"""Break Free""",want take said tried hide fake pretend anymore wan die alive never hand broken heart wan hear lie tonight become really part say want stronger part break free cause resist part say want stronger part break free cause resist better deeper spell yeah like deadly fever yeah babe highway hell might also like wan die alive never hand broken heart wan hear lie tonight become really part say want stronger part break free cause resist part say want stronger part break free cause resist baby ooh ooh ooh ooh thought body came alive lethal fatal dream felt right woke every time baby part say want stronger ooh ooh ooh ooh part break free cause resist part say want stronger part break free cause resist 
