,Lyrics
"""Hanky Panky""",baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky saw walkin line know saw first time pretty little girl standin alone hey pretty baby take home never saw never really saw baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky might also like saw walkin line know saw first time pretty little girl standin alone hey pretty baby take home never saw never really saw baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky panky baby hanky 
"""When a Man Loves a Woman""",keep mind nothin else change world good thing found bad see wrong turn back best friend put man love woman spend last dime tryin hold need give comfort sleep rain said way ought well man love woman gave everything tryin hold heartless love baby please treat bad man love woman deep soul bring misery playin fool last one know lovin eye never see might also likewhen man love woman wrong never want girl yes man love woman know exactly feel cause baby baby world man love woman 
"""Time Won't Let Me""",even though want wait forever know true time let time let time let wait long see waited long love hold arm time let time let time let wow guitar solo ahhh ahhh ahhh ahhh wait forever even though want wait forever know true time let time let time let wait long might also likeit let wait long wait wait wait wait wait long hear baby baby man long wait wait wait wait wait long take back coming back right wait wait wait wait wait long hear baby said coming home coming home wait wait wait wait wait long hear talking pretty baby know coming back wow wait wait wait wait wait long pretty baby take back coming back wait wait wait wait wait long open arm take back come wow wait wait wait wait wait long 
"""Bus Stop""",bus stop wet day say please share umbrella bus stop bus go stay love grows umbrella summer enjoyed wind rain shine umbrella employed august mine every morning would see waiting stop sometimes shop would show bought people stared quite insane someday name going way whole thing started silly true thinking sweet romance beginning queue came sun ice melting sheltering nice think umbrella led vow might also like every morning would see waiting stop sometimes shop would show bought people stared quite insane someday name going bus stop wet day say please share umbrella bus stop bus go stay love grows umbrella summer enjoyed wind rain shine umbrella employed august mine 
"""Paint It Black""",see red door want painted black colour anymore want turn black see girl walk dressed summer clothes turn head darkness go see line car painted black flower love never come back see people turn head quickly look away like newborn baby happens every day look inside see heart black see red door must painted black maybe fade away face fact easy facing whole world black green sea turn deeper blue could foresee thing happening look hard enough setting sun love laugh morning come might also like see red door want painted black colour anymore want turn black see girl walk dressed summer clothes turn head darkness go wan see painted painted black black night black coal wan see sun blotted sky wan see painted painted painted painted black yeah 
"""Summer in the City""",hot town summer city back neck getting dirty gritty pity seem shadow city around people looking half dead walking sidewalk hotter match head night different world find girl come come dance night despite heat alright babe know pity day like night summer city summer city cool town evenin city dressin fine lookin pretty cool cat lookin kitty gon look every corner city til wheezin like bus stop running stair gon meet rooftop might also like night different world find girl come come dance night despite heat alright babe know pity day like night summer city summer city hot town summer city back neck getting dirty gritty pity seem shadow city around people looking half dead walking sidewalk hotter match head night different world find girl come come dance night despite heat alright babe know pity day like night summer city summer city 
"""My Love""",love warmer warmest sunshine softer sigh love deeper deepest ocean wider sky love brighter brightest star shine every night nothing world ever change love something happened heart day met something never felt always mind matter every day seems want love warmer warmest sunshine softer sigh love deeper deepest ocean wider sky love brighter brightest star shine every night nothing world ever change love might also like thought love meant anyone else thought never come way go show wrong tell everyday love warmer warmest sunshine softer sigh love deeper deepest ocean wider sky love brighter brightest star shine every night nothing world ever change love love warmer warmest sunshine softer sigh love deeper deepest ocean wider sky love brighter brightest star shine every night nothing world ever change 
"""Daydream""",day daydream day daydreamin boy lost daydream dreamin bout bundle joy even time really side one day takin walk outside blowin day take walk sun fall face somebody new mowed lawn havin sweet dream dreamin since woke today starrin sweet dream cause one make feel way even time passin lot care le due say got tomorrow pay due droppin load pie face bein sleepy bull toad whistling might also like sure feelin right daydream last along night tomorrow breakfast may prick ear may dreamin thousand year day daydream custom made daydreamin boy lost daydream dreamin bout bundle joy whistling 
"""Ain't Too Proud to Beg""",know wan leave refuse let beg plead sympathy mind cause mean much proud beg sweet darlin please leave girl proud plead baby baby please leave girl heard cryin man half man sense pride cry keep mind weepin keep side proud beg sweet darlin please leave girl proud plead baby baby please leave girl sleep doorstep night day keep walkin away let friend laugh even stand cause want keep way might also like proud beg sweet darlin please leave girl proud plead baby baby please leave girl got love deep pit heart day grows ashamed come plead baby pleadin keep walkin door proud beg sweet darlin please leave girl proud plead baby baby please leave girl baby baby baby ooh sweet darlin please leave 
"""Wild Thing""",wild thing make heart sing make everything groovy wild thing wild thing think love wan know sure come hold tight love wild thing make heart sing make everything groovy wild thing wild thing think move wan know sure come hold tight move might also like wild thing make heart sing make everything groovy wild thing come come wild thing shake shake wild thing love wild 
"""Elusive Butterfly""",might wake mornin sound something moving past window wind quick enough rise catch fleeting glimpse someone fading shadow new horizon may see floating motion distant pair wing sleep left ear might hear footstep running open meadow concerned harm pursuing somethin sure across dream net wonder chase bright elusive butterfly love might heard footstep echo softly distance canyon mind might even called name ran searching something believe might seen runnin long abandoned ruin dream left behind remember something glided past followed close heavy breathin might also like concerned harm pursuing somethin sure across dream net wonder chase bright elusive butterfly love across dream net wonder chase bright elusive butterfly 
"""I Am a Rock""",winter day deep dark december alone gazing window street freshly fallen silent shroud snow rock island built wall fortress steep mighty none may penetrate need friendship friendship cause pain laughter loving disdain rock island talk love well heard word sleeping memory disturb slumber feeling died never loved never would cried might also like rock island book poetry protect shielded armor hiding room safe within womb touch one one touch rock island rock feel pain island never cry 
"""Dirty Water""",gon tell story wan tell town gon tell big fat story baby town yeah river bank river charles happenin baby find along lover mugger thief cool people well love dirty water boston home number one place frustrated woman mean frustrated twelve clock shame wishin hopin door locked like save time babe walk around might also like well love dirty water boston home yeah cause love dirty water boston home yeah well love dirty water love baby love dirty water love boston love dirty water heard strangler love dirty water man man love dirty water owww love dirty water come come love dirty water come come 
"""Hooray for Hazel""",hooray hazel made clown hooray hazel trick hooray hazel gettin kick hazel love many guy tell love say goodbye hooray hazel list another fool resist hooray hazel put hooray hazel made clown hooray hazel trick hooray hazel gettin kick hazel never feel pity shame broken heart part evil game hooray hazel join rank broken heart put hooray hazel put hooray hazel made clown hooray hazel trick hooray hazel gettin kick hazel thing want selfish spoiled know cute hooray hazel still get way time comin able say might also likehooray hazel tear eye hooray hazel know cry hooray hazel meek dove hooray hazel beggin love hooray hazel tear eye hooray hazel know 
"""Crying Time""",cryin time gon leave see far away look eye tell way hold darling long cryin time say absence make heart grow fonder fonder tear rain make love grow well love could never grow stronger stronger lived hundred year old cryin time gon leave see far away look eye tell way hold darling yeah long cry time say found someone love better better way happened every time sure sun come tomorrow morrow cryin time start walk door might also like cryin time gon leave see far away look eye tell way hold darling right long cryin time long cryin 
"""Sweet Pea""",sweet pea come dance come come come dance sweet pea girl girl went dance night saw girl sight asked friend mine could said friend call sweet pea sweet pea come dance come come come dance sweet pea girl girl walked asked dance thinkin maybe later would make romance every guy thinkin like stand line get dance sweet pea sweet pea come dance come come come dance sweet pea girl girl might also like finally got whisper sweet word ear suggest outta get away took little walk held close underneath star said sweet pea sweet pea love see love love love see sweet pea 
"""Secret Agent Man""",man lead life danger everyone meet stay stranger every move make another chance take odds live see tomorrow secret agent man secret agent man given number taken away name beware pretty face find pretty face hide evil mind careful say give away odds live see tomorrow secret agent man secret agent man given number taken away name might also like secret agent man secret agent man given number taken away name swingin riviera one day layin bombay alley next day let wrong word slip kissing persuasive lip odds live see tomorrow secret agent man secret agent man given number taken away name secret agent man 
"""Did You Ever Have to Make Up Your Mind?""",ever make mind pick one leave behind often easy often kind ever make mind ever finally decide say yes one let one ride many change tear must hide ever finally decide sometimes one deep blue eye cute bunny hair plenty money think one world heart get stolen mousy little girl know better make mind pick one leave behind often easy often kind ever make mind might also like sometimes really dig girl moment kiss get distracted older sister walk father take line say better home son make mind bet better finally decide say yes one let one ride many change tear must hide ever finally decide 
"""We Can Work It Out""",try see way keep talking till see way run risk knowing love may soon gone work work think saying get wrong still think alright think saying work get straight say good night work work life short time fussing fighting friend always thought crime ask might also like try see way time tell right wrong see way chance might fall apart long work work life short time fussing fighting friend always thought crime ask try see way time tell right wrong see way chance might fall apart long work work 
"""Homeward Bound""",sittin railway station got ticket destination mmm tour one night stand suitcase guitar hand every stop neatly planned poet one man band homeward bound wish homeward bound home thought escaping home music playing home love lie waiting silently everyday endless stream cigarette magazine mmm town look movie factory every stranger face see reminds long homeward bound wish homeward bound home thought escaping home music playing home love lie waiting silently might also like tonight sing song play game pretend mmm word come back shade mediocrity like emptiness harmony need someone comfort homeward bound wish homeward bound home thought escaping home music playing home love lie waiting silently silently 
"""To Sir With Love""",schoolgirl day telling tale biting nail gone mind know still live thank someone taken crayon perfume easy try try wanted sky write across sky letter would soar thousand foot high sir love time come closing book long last look must end leave know leaving best friend friend taught right wrong weak strong lot learn give return might also like wanted moon would try make start would rather let give heart sir love wanted moon would try make start would rather let give heart sir love 
"""The Letter""",gim ticket aeroplane got time take fast train lonely day gone goin home baby wrote letter care much money got spend got get back baby lonely day gone goin home baby wrote letter well wrote letter said live without listen mister see got get back baby way yeah gim ticket aeroplane got time take fast train might also like lonely day gone goin home baby wrote letter well wrote letter said live without listen mister see got get back baby way yeah gim ticket aeroplane got time take fast train lonely day gone goin home baby wrote letter baby wrote letter 
"""Ode to Billie Joe""",third june another sleepy dusty delta day choppin cotton brother balin hay dinner time stopped walked back house eat mama hollered back door remember wipe foot said got news mornin choctaw ridge today billie joe macallister jumped tallahatchie bridge papa said mama passed around black eyed pea well billie joe never lick sense pas biscuit please five acre lower forty got plow mama said shame billie joe anyhow seems like nothin ever come good choctaw ridge billie joe macallister jumped tallahatchie bridge brother said recollected tom billie joe put frog back carroll county picture show talkin church last sunday night another piece apple pie know seem right saw sawmill yesterday choctaw ridge tell billie joe jumped tallahatchie bridge mama said child happened appetite cookin mornin touched single bite nice young preacher brother taylor dropped today said pleased dinner sunday way said saw girl looked lot like choctaw ridge billie joe throwin somethin tallahatchie bridge might also like year come gone since heard news bout billie joe brother married becky thompson bought store tupelo virus goin round papa caught died last spring mama seem want much anything spend lot time pickin flower choctaw ridge drop muddy water tallahatchie bridge 
"""Windy""",peekin stairway callin name lighter air bendin give rainbow everyone know windy trippin street city smilin everybody see reachin capture moment everyone know windy windy stormy eye flash sound lie windy wing fly cloud cloud cloud cloud windy stormy eye flash sound lie windy wing fly cloud cloud cloud cloud might also like trippin street city smilin everybody see reachin capture moment everyone know windy trippin street city smilin everybody see reachin capture moment everyone know windy trippin street city smilin everybody see reachin capture moment everyone know windy trippin street city smilin everybody see reachin capture moment everyone know windy trippin street city smilin everybody see reachin capture moment everyone know windy 
"""I'm a Believer""",thought love true fairy tale meant someone else love get way seemed disappointment haunted dream saw face believer trace doubt mind love believer leave tried thought love le givin thing seems gave le got use tryin get pain needed sunshine got rain saw face believer trace doubt mind love believer leave tried might also like love get way seemed disappointment haunted dream saw face believer trace doubt mind love believer leave tried saw face believer trace doubt mind believer yeah yeah yeah yeah yeah believer 
"""Light My Fire""",know would untrue know would liar say girl get much higher come baby light fire come baby light fire try set night fire time hesitate time wallow mire try lose love become funeral pyre come baby light fire come baby light fire try set night fire yeah might also like time hesitate time wallow mire try lose love become funeral pyre come baby light fire come baby light fire try set night fire yeah know would untrue know would liar say girl get much higher come baby light fire come baby light fire try set night fire try set night fire try set night fire try set night fire 
"""Somethin' Stupid""",know stand line think time spend evening someplace dance know chance leaving afterwards drop quiet little place drink two spoil saying somethin stupid like love see eye despise old lie heard night though line true never seemed right practice every day find clever line say make meaning come true think wait evening get late alone time right perfume fill head star get red night blue spoil saying somethin stupid like love time right perfume fill head star get red night blue spoil saying somethin stupid like love might also like love love love love 
"""Happy Together""",imagine think day night right think girl love hold tight happy together call invest dime call say belong ease mind ease mind imagine world could fine fine happy together see lovin nobody life baby sky blue life matter toss dice one happy together might also like see lovin nobody life baby sky blue life matter toss dice one happy together matter toss dice one happy together happy together weather happy together happy together happy together happy together happy together happy together 
"""Groovin'""",groovin sunday afternoon really get away soon imagine anything better world whenever together place like instead movin crowded avenue doin anything like always lot thing see anyone like happy people could meet groovin sunday afternoon really get away soon might also like keep spending sunny day way gon talk laugh time away feel coming closer day day life would ecstasy endlessly groovin sunday afternoon really get away soon groovin huh huh groovin 
"""Can't Take My Eyes Off You""",good true take eye like heaven touch wan hold much long last love arrived thank god alive good true take eye pardon way stare nothing else compare sight leaf weak word left speak feel like feel please let know real good true take eye love baby quite alright need baby warm lonely night love baby trust say pretty baby bring pray pretty baby found stay let love baby let love might also like good true take eye like heaven touch wan hold much long last love arrived thank god alive good true take eye love baby quite alright need baby warm lonely night love baby trust say pretty baby bring pray pretty baby found stay let love baby let love love baby quite alright need baby warm lonely night love baby trust say pretty baby bring pray pretty baby found stay let love baby let love 
"""Little Bit O' Soul""",need little bit soul put right got make like wan kneel pray little bit soul come way girl gone broke two need little bit soul see raise roof rock roll get lot kick little bit soul party fall cause nobody groovin little bit soul really start movin yeah mess feel like cryin remember little song mine life tryin reach goal remember said little bit soul little bit soul yeah little bit soul little bit soul yeah little bit soul little bit soul yeah little bit soul little bit soul yeah little bit soul little bit soul yeah little bit soul little bit soulyou might also 
"""I Think We're Alone Now""",child behave say together watch play understand running fast holding one another hand trying get away night put arm around tumble ground say think alone seem anyone around think alone beating heart sound look way got hide cause would say ever knew running fast holding one another hand trying get away night put arm around tumble ground say might also like think alone seem anyone around think alone beating heart sound think alone seem anyone around think alone beating heart sound think alone seem anyone around think alone beating heart sound 
"""Respect""",want baby got need know got askin little respect come home little bit hey baby little bit get home little bit mister little bit gon wrong gone gon wrong cause wan askin little respect come home little bit baby little bit get home little bit yeah little bit give money askin return honey give propers get home might also like yeah baby get home little bit yeah little bit ooh kiss sweeter honey guess money want give get home yeah baby whip respect little bit get home little bit find mean take care sock sock sock sock little respect sock sock sock sock whoa babe little bit little respect little bit get tired little bit keep tryin little bit runnin fool little bit lyin little bit start come home respect might walk little bit find gone little bit got little bit little respect little bit 
"""I Was Made to Love Her""",born lil rock childhood sweetheart always hand hand wore hightop shoe shirt tail suzy pigtail knew loved even know papa disapproved mama boo hooed told time time know made love build world around yeah hey hey hey inspiration showed appreciation love gave year like sweet magnolia tree love blossomed tenderly life grew sweeter year know baby love baby need made year made love worship adore hey hey hey might also like thick thin love end cause love baby love baby hey baby love baby need know going nowhere knee high chicken love bug bit fever passing year even mountain tumble whole world crumbles side still standing cause made love made live yeah made love build world around hey hey hey ooh baby made please know stevie gon leave hey hey hey ooh wee baby 
"""Come Back When You Grow Up""",still livin paper doll world livin easy lovin twice tough come back baby grow lookin real good like woman mind gotten message somehow take goin get rough come back baby grow want girl wide eyed innocence really messed mind yeah rather get first heartbreak somewhere else along line come back grow girl still livin paper doll world someday woman ready love come back baby grow come back grow girl still livin paper doll world livin easy lovin twice tough come back baby grow come back grow girl still got lotta time left world someday woman ready love come back baby grow might also likecome back grow girl still livin paper doll world livin easy lovin twice 
"""Kind of a Drag""",baby love kind drag know untrue listen listen speaking cause know word thinking got say know cheating hope meeting girl still love ooo still love always love ooo always love anyway anyway anyway kind drag baby say goodbye kind drag feel like wan cry girl listen speaking cause know word thinking even though made feel blue know cheating hope meeting still love ooh still love always love ooh always love anyway anyway anyway might also like ooh ooh listen listen speaking cause know word thinking got say know cheating hope meeting girl still love ooo still love always love ooo always love anyway anyway anyway anyway 
"""Sweet Soul Music""",like good music huh sweet soul music long swingin yeah yeah floor going dancing music yeah yeah spotlight lou rawls look bos singing love hurtin thing yeah yeah spotlight sam dave look great singing hold coming yeah yeah spotlight wilson pickett wicked wilson pickett singing mustang sally yeah yeah might also like spotlight otis redding singing yeah yeah get otis spotlight james brown king king yeah yeah like good music sweet soul music long swingin yeah yeah got get feeling got get feeling like good music sweet soul music help get feeling want get feeling otis redding got feeling james brown got feeling love good music love 
"""Expressway to Your Heart""",tryin get long time cause constantly mind thinkin shortcut could take seems like made mistake wrong ooh took long got caught rush hour fella started shower love affection look direction expressway heart expressway best way five clock much crowded crowded much crowded crowded crowded crowded much crowded yeah crowded crowded crowded many ahead tryin get front thought could find clear road ahead found stop light instead might also like wrong baby took long got caught rush hour fella started shower love affection come look direction expressway heart expressway best way five clock much crowded crowded much crowded crowded crowded crowded room crowded crowded 
"""Soul Man""",comin dusty road good lovin got truckload get got something worry cause coming soul man soul man soul man come soul man look got hard way make better every day honey fret heh cause seen nothing yet soul man lord soul man play steve soul man soul man brought side street listen learned love could eat educated woodstock start lovin stop might also like soul man yes wan tell soul man soul man yeah soul man look grab rope pull give hope boyfriend yeah yeah yeah yeah talkin soul man soul man soul man soul man soul man soul man soul man soul man 
"""Never My Love""",ask come time grow tired never love never love wonder heart mine lose desire never love never love make think love end know whole life depends never love never love say fear change mind require never love never love never love never love might also like think love end asked spend whole life never love never love never love never love never love never love never love never love 
"""Apples, Peaches, Pumpkin Pie""",gee used fun apple peach pumpkin pie afraid holler game used play hide seek name ready hear come gee used fun always used find hiding place time changed well one step behind still find apple peach pumpkin pie young grown seems keep ignoring find anywhere follow high low escape love mine anytime well sneak behind careful find apple peach pumpkin pie soon love mine gon take home marry roam marry roam right find anywhere gon look high low escape love mine anytime well sneak behind careful find ready come gee used fun repeat fade might also 
"""Come On Down to My Boat""",sits dock fishin water huh know name fisherman daughter huh come boat baby come play come boat baby come sail away smiled nice like want come huh tied dock get free come boat baby come play come boat baby come sail away fish day sleep night father never let sight soon gon get knife cut rope cut rope fishin little red boat make happy little red boat might also like come boat baby come play come boat baby come sail away come boat baby come play come boat baby come sail 
"""Incense and Peppermints""",good sense innocence cripplin mankind dead king many thing define occasion persuasion clutter mind incense peppermint color time care game choose little win nothin lose incense peppermint meaningless noun turn tune turn eye around look look yeah girl look look yeah girl yeah yeah divide cockeyed world two throw pride one side least beatnik politics nothin new yardstick lunatic one point view might also like care game choose little win nothin lose good sense innocence cripplin mankind dead king many thing define occasion persuasion clutter mind incense peppermint color time care game choose little win nothin lose incense peppermint incense peppermint sha sha sha sha sha sha 
"""Ruby Tuesday""",would never say came yesterday matter gone sun bright darkest night one know come go goodbye ruby tuesday could hang name change every new day still going miss question need free tell way chained life nothing gained nothing lost cost goodbye ruby tuesday could hang name change every new day still going miss time lose heard say catch dream slip away dying time lose dream lose mind life unkind might also like goodbye ruby tuesday could hang name change every new day still going miss goodbye ruby tuesday could hang name change every new day still going miss 
"""It Must Be Him""",tell fool play field lot fun easy play cool tell chump care let stay away phone ring jump grab phone pray let please dear god must shall die shall die hello hello dear god must die die take piece floor put heart shelf never hurt anymore puppet string find somebody else someday phone ring start pray might also likelet please dear god must must shall die shall die hello hello dear god must die die 
"""Love Is Here and Now You're Gone""",love love darling gone gone love love darling gone gone persuaded love instead tenderness found heartache instead arm fell unaware loneliness waitin look done closed door heart look done turned key locked love away love love darlin gone gone made love made love darlin gone gone said lovin would make life beautiful passing day soon love came heart turned walked walked away might also like look done stripped dream look done gave faith took hope look look see lovin done look face look face see cryin left trace left trace made made left alone left alone made word sound sweet knowing love keep look done heart cry touch look done lonely cry fade air love love darlin gone gone love love darlin gone gone made love made love darlin gone gone made love made love ooh darlin gone gone 
"""For What It's Worth""",something happening exactly clear man gun telling got beware think time stop child sound everybody look going battle line drawn nobody right everybody wrong young people speaking mind gettin much resistance behind time stop hey sound everybody look going field day heat ooh ooh ooh thousand people street ooh ooh ooh singing song carryin sign ooh ooh ooh mostly say hooray side ooh ooh ooh might also like time stopped hey sound everybody look going paranoia strike deep life creep start always afraid step line man come take away better stop hey sound everybody look going better stop hey sound everybody look going better stop sound everybody look going better stop child sound everybody look going 
"""Gimme Little Sign""",want gim little sugar want lead girl need show love feelin blue want one thing gim kind sign girl baby show mine girl yeah gim kind sign girl darlin show mine girl right want give little sweet talk want lead girl need show love feelin wearin frown look around gim kind sign girl baby show mine girl right gim kind sign girl baby show mine girl right huh might also like gim kind sign girl baby show mine girl yeah gim kind sign girl darlin show mine girl right gim kind sign ooh ooh ooh ooh sign gim kind sign girl baby show mine girl right gim kind sign 
"""The Happening""",hey life look see reality cause shook took world woke suddenly woke happening find left future behind cause got tender love take care better beware happening one day turn around find world tumbling happened happen sure felt secure love took detour yeah riding high top world happened suddenly happened saw dream fall apart love walked away heart lose precious love need guide something happens inside happening might also like see life dream ooh bliss happened happen ooh happened ooh happened ooh happened ooh happened real fake game life mistake cause lost love thought mine certain suddenly started hurting saw light late fickle finger fate yeah came broke pretty balloon woke suddenly woke happening sure felt secure love took detour cause got tender love take care better beware 
"""All You Need Is Love""",love love love love love love love love love love nothing done love nothing sing sung love nothing say learn play game easy love nothing make made love one save saved love nothing learn time easy need love need love need love love love need love love love love love love love love love might also like need love need love need love love love need love nothing know known love nothing see shown love nowhere meant easy need love need love need love love love need need love together need love everybody need love love love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need irru yehey love need love need love need love need love need love need yesterday love need love need love need love need love need love need yeah love need love need love yeah yeah yeah love yeah yeah yeah love need love need love need love need woohoo love need love need woohoo love need love need yesterday love need love need love need love need 
"""Release Me""",please release let love anymore waste life would sin release let love found new love dear always want near lip warm cold release darling let please release let love anymore waste life would sin release let love please release see fool cling live life would bring pain release let love let love let might also 
"""Your Precious Love""",oooh oooh oooh every day something new ooh ooh ooh baby honey keep loving ooh ooh ooh honey every passing minute ooh ooh ooh sugar baby much joy wrapped heaven must sent heaven must sent precious love got song sing ooh ooh ooh darling telling world joy bring ooh ooh ooh sweetheart gave reason living ooh ooh ooh honey ooh taught taught meaning giving heaven must sent heaven must sent precious love might also like find love like rare day cause shown happiness many way look mirror glad see laughter eye tear used given could never return ooh ooh ooh baby cause much girl yet learn honey ooh ooh ooh honey wan show wan show appreciation ooh ooh ooh sugar cause found found new inspiration woah heaven must sent woah heaven must sent precious love woah heaven must sent woah heaven must sent precious 
"""Somebody to Love""",truth found lie joy within dy want somebody love need somebody love love somebody love better find somebody love love love garden flower baby dead yes mind mind full red want somebody love need somebody love love somebody love better find somebody love eye say eye may look like yeah head baby afraid know might also like want somebody love need somebody love love somebody love better find somebody love tear running running breast friend baby treat like guest want somebody love need somebody love love somebody love better find somebody love 
"""Get on Up""",ooh ooh ooh dit dit dit get get get get get get get get sit rest know trying best dance girl get dance girl get get get floor get get get dance get might also likeget get let boogaloo get get get get get get floor get get get dance get get get let boogaloo get get get get hey get get get get nowhere get gon dance dance dance gon dance dance dance boogaloo get get gon monkey philly dog gon jerk gon dance dance dance gon shing ling gon thing tonight dit dit dit get get sock get get get rock get get get sock get 
"""Brown Eyed Girl""",hey day rain came hollow playin new game laughing running hey hey skipping jumping misty morning fog heart thumpin brown eyed girl brown eyed girl whatever happened tuesday slow going old mine transistor radio standing sunlight laughing hiding behind rainbow wall slipping sliding along waterfall brown eyed girl brown eyed girl remember used sing sha like sha might also like hard find way saw day grown cast memory back lord sometimes overcome thinking bout making love green grass behind stadium brown eyed girl brown eyed girl remember used sing sha lyin green grass sha bit bit bit bit bit bit sha 
"""Jimmy Mack""",jimmy mack jimmy jimmy mack coming back jimmy mack jimmy jimmy mack coming back arm missing lip feel way tried hard true like promised boy keep coming around tryin wear resistance hey jimmy jimmy jimmy mack coming back jimmy jimmy jimmy mack better hurry back call phone three time day heart listen say loneliness within keep reaching friend might also like hey jimmy jimmy jimmy mack coming back jimmy jimmy jimmy mack better hurry back need loving jimmy mack hurry back need loving jimmy mack better hurry back wan say getting stronger hold much longer trying hard true jimmy talk sweet hey jimmy jimmy jimmy mack coming back jimmy hear jimmy jimmy mack better hurry back need loving hurry back jimmy mack need loving hurry hurry hey jimmy mack hurry back better hurry back jimmy mack hey jimmy mack hurry back coming back jimmy mack gettin stronger hurry back jimmy mack ooh hold much longer hurry back jimmy mack ooh jimmy mack coming back hurry back jimmy mack ooh need loving jimmy mack hurry back jimmy mack ooh need loving jimmy mack hurry back jimmy mack ooh need loving hurry back jimmy mack ooh hurry back jimmy mack ooh hurry back jimmy mack ooh hurry back jimmy mack ooh 
"""I Got Rhythm""",sometimes lose way never lost feel way dit dit dit dit dit dit dit dit dit dit dit dit rhythm dit dit rhythm dit dit rhythm dit dit rhythm got rhythm got music got girl could ask anything got good time bad time got girl could ask anything old man trouble old man trouble mind mind find round door got starlight got starlight got sweet dream got sweet dream got girl could ask could ask might also likedit dit dit dit dit dit dit dit dit dit dit dit dit dit dit dit old man trouble old man trouble mind mind find never gon find round door got rhythm hey got rhythm got music hey got music got girl could ask anything vast troubled world dit dit dit dit dit dit dit dit rhythm rhythm dit dit dit dit dit dit dit dit rhythm rhythm dit dit dit dit dit dit dit dit got rhythm dit dit dit dit dit dit dit dit got rhythm dit dit dit dit dit dit dit dit got rhythm dit dit dit dit dit dit dit dit got rhythm 
"""A Whiter Shade of Pale""",skipped light fandango turned cartwheel cross floor feeling kinda seasick crowd called room humming harder ceiling flew away called another drink waiter brought tray later miller told tale face first ghostly turned whiter shade pale said reason truth plain see wandered playing card would let one sixteen vestal virgin leaving coast although eye open might well closed might also like later miller told tale face first ghostly turned whiter shade pale said home shore leave though truth sea took looking glass forced agree saying must mermaid took neptune ride smiled sadly anger straightway died later miller told tale face first ghostly turned whiter shade pale music food love laughter queen likewise behind front dirt truth clean mouth like cardboard seemed slip straight head crash dived straightway quickly attacked ocean bed later miller told tale face first ghostly turned whiter shade pale 
"""Don't You Care""",tell instead running around guy town see hurting care care want tell instead telling lie making cry see hurting care care whatever happened good time used time cried laughed want know want know ever love find end care baby might also likeyou said believe ever leave standing alone without girl see hurting care care care care care care care 
"""Then You Can Tell Me Goodbye""",hold evening side tell love million year work work tell goodbye sweeten coffee morning kiss soften dream sigh tell love million year work work tell goodbye must grieve wait lifetime leave must tell say tried tell love million year work work tell goodbyeyou might also 
"""Reflections""",time time see reflection reflection way life used reflection love took alone love shield trapped world distorted reality happiness took left alone memory mirror mind tear cry reflects hurt control cause although gone keep holdin happy time mine might also likeas peer window lost time looking yesterday love gave vain love love wasted tear tear tasted vain hollow tear see dream lost hurt caused everywhere turn seems like everything see reflects love used put faith trust right eye world turned dust night sat alone wept handful promise left loving reflection way life used reflection love took put faith trust right eye world turned dust 
"""On a Carousel""",riding along carousel trying catch riding along carousel catch horse chasing cause racing near yet far carousel carousel nearer nearer changing horse still far away people fighting place get way soon leave lose still going round carousel carousel might also like round round round round round round round round leaf drop present pulling duck water got highest score chance must take case die carousel carousel round round round round round round round round riding along carousel trying catch riding along carousel catch take ride together chasing carousel carousel carousel carousel carousel 
"""Please Love Me Forever""",forget ever listen plea please stop loving dream nightly take love lightly begging bended knee please stop loving lay sleep pray lord love keep die wake come back mistake love forever forget ever love meant please stop loving love forever forget ever love meant please stop loving meyou might also 
"""Alfie""",alfie moment live sort alfie meant take give meant kind fool kind alfie guess wise cruel life belongs strong alfie lend old golden rule sure believe heaven alfie know something much something even non believer believe believe love alfie without true love exist alfie find love missed nothing alfie walk let heart lead way find love day alfie alfieyou might also like 
"""Silence Is Golden""",hurt deep inside see someone something pain see someone cry especially someone silence golden eye still see silence golden golden eye still see talking cheap people follow like sheep even though nowhere could tell deceived well pity last one know silence golden eye still see silence golden golden eye still see doo wee doo wah wah doo wee doo wah wah many time fall line tell cool tried know say lied mind business hurt fool silence golden eye still see silence golden golden eye still see might also likebut eye still see eye still see 
"""My Cup Runneth Over""",sometimes morning shadow deep lie beside watching sleep sometimes whisper thinking cup runneth love sometimes evening see study small thing constantly memorize moment fondest cup runneth love moment old even notice world turning cold moment sunlight cup runneth love cup runneth love loveyou might also 
"""Up, Up and Away""",would like ride beautiful balloon would like ride beautiful balloon could float among star together fly fly away beautiful beautiful balloon world nicer place beautiful balloon wear nicer face beautiful balloon sing song sail along silver sky fly fly away beautiful beautiful balloon suspended twilight canopy search cloud star guide chance find loving find cloud hide keep moon beside might also like love waiting beautiful balloon way air beautiful balloon hold hand chase dream across sky fly fly away beautiful beautiful balloon balloon away away away 
